node_id,node_type,service_name,environment,region,zone,host_id,container_id,version,cpu_capacity,memory_capacity,replica_count,criticality,scenario_id,topology_id
ecom_aux_15,user_service,user_service_15,production,us-west-2,us-west-2a,host-106,ct-1685,v1.1.0,16.0,8.0,1,low,scen_000039,top_0039
ecom_aux_16,user_service,user_service_16,production,us-west-2,us-west-2c,host-216,ct-9638,v3.5.0,16.0,8.0,5,low,scen_000039,top_0039
ecom_aux_17,user_service,user_service_17,production,us-west-2,us-west-2b,host-111,ct-1990,v1.1.0,8.0,32.0,2,low,scen_000039,top_0039
ecom_aux_18,user_service,user_service_18,production,us-west-2,us-west-2c,host-511,ct-9674,v3.8.0,2.0,8.0,1,low,scen_000039,top_0039
ecom_aux_19,user_service,user_service_19,production,us-west-2,us-west-2c,host-655,ct-5153,v3.0.0,8.0,8.0,2,low,scen_000039,top_0039
ecom_aux_20,user_service,user_service_20,production,us-west-2,us-west-2a,host-939,ct-9122,v2.0.0,8.0,16.0,5,low,scen_000039,top_0039
ecom_aux_21,user_service,user_service_21,production,us-west-2,us-west-2a,host-820,ct-4831,v1.4.0,4.0,64.0,2,low,scen_000039,top_0039
ingest_01,api_gateway,ingestion_gateway,production,eu-central-1,eu-central-1a,host-290,ct-4645,v1.2.0,16.0,64.0,4,critical,scen_000040,top_0040
kafka_broker,kafka,kafka,production,eu-central-1,eu-central-1a,host-369,ct-5977,v1.5.0,4.0,32.0,1,critical,scen_000040,top_0040
notif_01,notification_service,notification_service,production,eu-central-1,eu-central-1a,host-532,ct-3076,v2.5.0,16.0,4.0,3,high,scen_000040,top_0040
user_01,user_service,user_service,production,eu-central-1,eu-central-1b,host-779,ct-1931,v1.6.0,8.0,16.0,4,medium,scen_000040,top_0040
db_event,mysql,mysql,production,eu-central-1,eu-central-1a,host-880,ct-4483,v2.1.0,8.0,4.0,1,high,scen_000040,top_0040
consumer_1,web_service,kafka_consumer_1,production,eu-central-1,eu-central-1b,host-884,ct-4834,v3.0.0,4.0,64.0,3,low,scen_000040,top_0040
consumer_2,web_service,kafka_consumer_2,production,eu-central-1,eu-central-1a,host-469,ct-4562,v1.0.0,2.0,64.0,2,low,scen_000040,top_0040
consumer_3,web_service,kafka_consumer_3,production,eu-central-1,eu-central-1c,host-569,ct-1952,v2.6.0,16.0,16.0,5,low,scen_000040,top_0040
consumer_4,web_service,kafka_consumer_4,production,eu-central-1,eu-central-1c,host-964,ct-4825,v1.3.0,16.0,8.0,5,low,scen_000040,top_0040
consumer_5,web_service,kafka_consumer_5,production,eu-central-1,eu-central-1b,host-612,ct-5104,v3.2.0,8.0,8.0,2,low,scen_000040,top_0040
consumer_6,web_service,kafka_consumer_6,production,eu-central-1,eu-central-1a,host-605,ct-9357,v1.0.0,16.0,16.0,1,low,scen_000040,top_0040
consumer_7,web_service,kafka_consumer_7,production,eu-central-1,eu-central-1a,host-690,ct-9645,v3.6.0,8.0,8.0,3,low,scen_000040,top_0040
consumer_8,web_service,kafka_consumer_8,production,eu-central-1,eu-central-1b,host-130,ct-6827,v2.8.0,2.0,64.0,3,low,scen_000040,top_0040
consumer_9,web_service,kafka_consumer_9,production,eu-central-1,eu-central-1b,host-633,ct-4479,v2.7.0,4.0,4.0,5,low,scen_000040,top_0040
consumer_10,web_service,kafka_consumer_10,production,eu-central-1,eu-central-1a,host-870,ct-9515,v3.8.0,16.0,64.0,1,low,scen_000040,top_0040
consumer_11,web_service,kafka_consumer_11,production,eu-central-1,eu-central-1b,host-655,ct-8849,v1.7.0,2.0,4.0,5,low,scen_000040,top_0040
gw_01,api_gateway,api_gateway,production,eu-central-1,eu-central-1a,host-927,ct-1000,v2.6.0,4.0,16.0,1,critical,scen_000042,top_0042
auth_01,auth_service,auth_service,production,eu-central-1,eu-central-1b,host-268,ct-9064,v1.5.0,16.0,32.0,5,high,scen_000042,top_0042
order_01,order_service,order_service,production,eu-central-1,eu-central-1b,host-864,ct-7257,v3.8.0,16.0,32.0,4,critical,scen_000042,top_0042
pay_01,payment_service,payment_service,production,eu-central-1,eu-central-1c,host-783,ct-6263,v3.9.0,8.0,16.0,4,critical,scen_000042,top_0042
inv_01,inventory_service,inventory_service,production,eu-central-1,eu-central-1c,host-540,ct-7156,v2.2.0,2.0,16.0,4,high,scen_000042,top_0042
db_master,postgresql,postgresql,production,eu-central-1,eu-central-1c,host-288,ct-4015,v1.8.0,16.0,16.0,2,critical,scen_000042,top_0042
cache_01,redis,redis,production,eu-central-1,eu-central-1a,host-489,ct-4098,v1.8.0,2.0,64.0,2,high,scen_000042,top_0042
mq_01,kafka,kafka,production,eu-central-1,eu-central-1c,host-162,ct-4662,v1.6.0,2.0,16.0,5,high,scen_000042,top_0042
ecom_aux_1,user_service,user_service_1,production,eu-central-1,eu-central-1c,host-991,ct-8671,v1.4.0,2.0,8.0,3,low,scen_000042,top_0042
ecom_aux_2,user_service,user_service_2,production,eu-central-1,eu-central-1c,host-783,ct-6483,v2.4.0,4.0,4.0,5,low,scen_000042,top_0042
ecom_aux_3,user_service,user_service_3,production,eu-central-1,eu-central-1a,host-898,ct-7240,v1.6.0,2.0,32.0,4,low,scen_000042,top_0042
ecom_aux_4,user_service,user_service_4,production,eu-central-1,eu-central-1a,host-631,ct-4223,v2.4.0,4.0,64.0,4,low,scen_000042,top_0042
ecom_aux_5,user_service,user_service_5,production,eu-central-1,eu-central-1a,host-247,ct-8359,v2.7.0,4.0,4.0,2,low,scen_000042,top_0042
ecom_aux_6,user_service,user_service_6,production,eu-central-1,eu-central-1b,host-345,ct-3027,v3.7.0,8.0,64.0,2,low,scen_000042,top_0042
ecom_aux_7,user_service,user_service_7,production,eu-central-1,eu-central-1c,host-491,ct-5631,v2.5.0,16.0,16.0,1,low,scen_000042,top_0042
ecom_aux_8,user_service,user_service_8,production,eu-central-1,eu-central-1c,host-130,ct-3957,v1.2.0,4.0,64.0,5,low,scen_000042,top_0042
ecom_aux_9,user_service,user_service_9,production,eu-central-1,eu-central-1c,host-772,ct-3933,v3.3.0,4.0,32.0,3,low,scen_000042,top_0042
ecom_aux_10,user_service,user_service_10,production,eu-central-1,eu-central-1b,host-629,ct-1351,v1.1.0,8.0,32.0,1,low,scen_000042,top_0042
ecom_aux_11,user_service,user_service_11,production,eu-central-1,eu-central-1c,host-651,ct-8417,v1.5.0,16.0,16.0,4,low,scen_000042,top_0042
ecom_aux_12,user_service,user_service_12,production,eu-central-1,eu-central-1a,host-941,ct-8747,v2.7.0,8.0,8.0,5,low,scen_000042,top_0042
ecom_aux_13,user_service,user_service_13,production,eu-central-1,eu-central-1c,host-918,ct-9468,v3.0.0,16.0,16.0,4,low,scen_000042,top_0042
ecom_aux_14,user_service,user_service_14,production,eu-central-1,eu-central-1c,host-762,ct-7098,v2.3.0,2.0,32.0,1,low,scen_000042,top_0042
ecom_aux_15,user_service,user_service_15,production,eu-central-1,eu-central-1b,host-150,ct-2183,v3.1.0,2.0,8.0,3,low,scen_000042,top_0042
ecom_aux_16,user_service,user_service_16,production,eu-central-1,eu-central-1b,host-946,ct-2016,v3.1.0,2.0,64.0,3,low,scen_000042,top_0042
ecom_aux_17,user_service,user_service_17,production,eu-central-1,eu-central-1c,host-511,ct-1582,v3.7.0,2.0,32.0,2,low,scen_000042,top_0042
ecom_aux_18,user_service,user_service_18,production,eu-central-1,eu-central-1a,host-909,ct-5024,v1.9.0,4.0,64.0,2,low,scen_000042,top_0042
ecom_aux_19,user_service,user_service_19,production,eu-central-1,eu-central-1b,host-265,ct-2558,v3.5.0,2.0,64.0,1,low,scen_000042,top_0042
ecom_aux_20,user_service,user_service_20,production,eu-central-1,eu-central-1b,host-826,ct-9301,v2.7.0,8.0,4.0,5,low,scen_000042,top_0042
ecom_aux_21,user_service,user_service_21,production,eu-central-1,eu-central-1c,host-680,ct-1223,v1.8.0,4.0,64.0,3,low,scen_000042,top_0042
ecom_aux_22,user_service,user_service_22,production,eu-central-1,eu-central-1a,host-759,ct-6039,v1.1.0,4.0,8.0,4,low,scen_000042,top_0042
ecom_aux_23,user_service,user_service_23,production,eu-central-1,eu-central-1b,host-809,ct-6979,v2.1.0,16.0,8.0,1,low,scen_000042,top_0042
ecom_aux_24,user_service,user_service_24,production,eu-central-1,eu-central-1c,host-795,ct-8221,v3.9.0,8.0,8.0,3,low,scen_000042,top_0042
ecom_aux_25,user_service,user_service_25,production,eu-central-1,eu-central-1a,host-743,ct-5171,v1.7.0,4.0,8.0,2,low,scen_000042,top_0042
node_00,postgresql,mesh_svc_0,production,us-west-2,us-west-2a,host-522,ct-3621,v1.1.0,2.0,64.0,5,medium,scen_000044,top_0044
node_01,redis,mesh_svc_1,production,us-west-2,us-west-2a,host-919,ct-7428,v1.4.0,8.0,64.0,5,low,scen_000044,top_0044
node_02,notification_service,mesh_svc_2,production,us-west-2,us-west-2a,host-567,ct-8219,v3.1.0,16.0,8.0,1,medium,scen_000044,top_0044
node_03,postgresql,mesh_svc_3,production,us-west-2,us-west-2c,host-119,ct-4948,v2.7.0,2.0,16.0,2,high,scen_000044,top_0044
node_04,notification_service,mesh_svc_4,production,us-west-2,us-west-2b,host-414,ct-4737,v3.6.0,4.0,4.0,2,medium,scen_000044,top_0044
node_05,api_gateway,mesh_svc_5,production,us-west-2,us-west-2c,host-858,ct-3837,v3.2.0,16.0,8.0,4,medium,scen_000044,top_0044
node_06,elasticsearch,mesh_svc_6,production,us-west-2,us-west-2a,host-215,ct-6839,v1.4.0,4.0,8.0,2,critical,scen_000044,top_0044
node_07,order_service,mesh_svc_7,production,us-west-2,us-west-2b,host-257,ct-1366,v2.5.0,2.0,4.0,4,critical,scen_000044,top_0044
gw_01,api_gateway,api_gateway,production,eu-central-1,eu-central-1a,host-521,ct-5379,v1.3.0,4.0,8.0,1,critical,scen_000047,top_0047
rec_01,recommendation_service,recommendation_service,production,eu-central-1,eu-central-1a,host-531,ct-4473,v1.1.0,16.0,16.0,3,high,scen_000047,top_0047
es_01,elasticsearch,elasticsearch,production,eu-central-1,eu-central-1a,host-639,ct-3354,v3.8.0,2.0,16.0,3,critical,scen_000047,top_0047
redis_01,redis,redis,production,eu-central-1,eu-central-1c,host-403,ct-8138,v3.0.0,2.0,4.0,2,critical,scen_000047,top_0047
mongo_01,mongodb,mongodb,production,eu-central-1,eu-central-1a,host-761,ct-2074,v3.9.0,2.0,16.0,4,high,scen_000047,top_0047
search_node_1,user_service,search_aux_1,production,eu-central-1,eu-central-1a,host-822,ct-6524,v1.2.0,2.0,16.0,1,medium,scen_000047,top_0047
search_node_2,user_service,search_aux_2,production,eu-central-1,eu-central-1c,host-405,ct-7055,v1.5.0,4.0,32.0,4,medium,scen_000047,top_0047
search_node_3,user_service,search_aux_3,production,eu-central-1,eu-central-1b,host-538,ct-9826,v2.3.0,2.0,32.0,5,medium,scen_000047,top_0047
search_node_4,user_service,search_aux_4,production,eu-central-1,eu-central-1b,host-169,ct-5705,v1.6.0,4.0,8.0,1,medium,scen_000047,top_0047
search_node_5,user_service,search_aux_5,production,eu-central-1,eu-central-1b,host-111,ct-3855,v1.3.0,16.0,4.0,4,medium,scen_000047,top_0047
search_node_6,user_service,search_aux_6,production,eu-central-1,eu-central-1c,host-994,ct-2825,v2.0.0,16.0,64.0,4,medium,scen_000047,top_0047
search_node_7,user_service,search_aux_7,production,eu-central-1,eu-central-1c,host-335,ct-7782,v2.2.0,8.0,32.0,4,medium,scen_000047,top_0047
search_node_8,user_service,search_aux_8,production,eu-central-1,eu-central-1a,host-452,ct-7925,v3.6.0,2.0,4.0,4,medium,scen_000047,top_0047
gw_01,api_gateway,api_gateway,production,us-west-2,us-west-2a,host-153,ct-4350,v2.2.0,4.0,32.0,1,critical,scen_000049,top_0049
auth_01,auth_service,auth_service,production,us-west-2,us-west-2c,host-561,ct-8271,v1.8.0,16.0,8.0,4,high,scen_000049,top_0049
order_01,order_service,order_service,production,us-west-2,us-west-2a,host-998,ct-1324,v3.2.0,4.0,16.0,3,critical,scen_000049,top_0049
pay_01,payment_service,payment_service,production,us-west-2,us-west-2b,host-190,ct-6252,v2.7.0,16.0,16.0,2,critical,scen_000049,top_0049
inv_01,inventory_service,inventory_service,production,us-west-2,us-west-2a,host-900,ct-4694,v2.9.0,2.0,8.0,1,high,scen_000049,top_0049
db_master,postgresql,postgresql,production,us-west-2,us-west-2b,host-995,ct-6112,v2.8.0,8.0,32.0,3,critical,scen_000049,top_0049
cache_01,redis,redis,production,us-west-2,us-west-2c,host-295,ct-9868,v2.1.0,4.0,64.0,2,high,scen_000049,top_0049
mq_01,kafka,kafka,production,us-west-2,us-west-2c,host-464,ct-8251,v3.3.0,2.0,4.0,4,high,scen_000049,top_0049
ecom_aux_1,user_service,user_service_1,production,us-west-2,us-west-2b,host-687,ct-7505,v1.5.0,16.0,32.0,3,low,scen_000049,top_0049
ecom_aux_2,user_service,user_service_2,production,us-west-2,us-west-2b,host-718,ct-4299,v1.8.0,16.0,8.0,3,low,scen_000049,top_0049
ecom_aux_3,user_service,user_service_3,production,us-west-2,us-west-2a,host-681,ct-5412,v3.8.0,8.0,64.0,4,low,scen_000049,top_0049
ecom_aux_4,user_service,user_service_4,production,us-west-2,us-west-2b,host-411,ct-9297,v3.4.0,2.0,64.0,4,low,scen_000049,top_0049
ecom_aux_5,user_service,user_service_5,production,us-west-2,us-west-2c,host-440,ct-4519,v1.5.0,4.0,4.0,5,low,scen_000049,top_0049
ecom_aux_6,user_service,user_service_6,production,us-west-2,us-west-2c,host-165,ct-2686,v2.1.0,8.0,4.0,5,low,scen_000049,top_0049
ecom_aux_7,user_service,user_service_7,production,us-west-2,us-west-2a,host-576,ct-4954,v3.4.0,8.0,16.0,2,low,scen_000049,top_0049
ecom_aux_8,user_service,user_service_8,production,us-west-2,us-west-2a,host-757,ct-1180,v1.7.0,4.0,4.0,1,low,scen_000049,top_0049
ecom_aux_9,user_service,user_service_9,production,us-west-2,us-west-2a,host-952,ct-8634,v3.3.0,4.0,16.0,1,low,scen_000049,top_0049
ecom_aux_10,user_service,user_service_10,production,us-west-2,us-west-2c,host-520,ct-4478,v2.7.0,16.0,64.0,5,low,scen_000049,top_0049
ecom_aux_11,user_service,user_service_11,production,us-west-2,us-west-2c,host-913,ct-4600,v1.9.0,16.0,16.0,4,low,scen_000049,top_0049
ecom_aux_12,user_service,user_service_12,production,us-west-2,us-west-2c,host-432,ct-9031,v1.8.0,4.0,4.0,1,low,scen_000049,top_0049
ecom_aux_13,user_service,user_service_13,production,us-west-2,us-west-2b,host-532,ct-4582,v1.6.0,8.0,8.0,3,low,scen_000049,top_0049
ecom_aux_14,user_service,user_service_14,production,us-west-2,us-west-2b,host-416,ct-1067,v3.5.0,2.0,4.0,4,low,scen_000049,top_0049
ecom_aux_15,user_service,user_service_15,production,us-west-2,us-west-2b,host-792,ct-4643,v2.9.0,2.0,4.0,1,low,scen_000049,top_0049
ecom_aux_16,user_service,user_service_16,production,us-west-2,us-west-2b,host-541,ct-6766,v3.1.0,16.0,4.0,4,low,scen_000049,top_0049
ecom_aux_17,user_service,user_service_17,production,us-west-2,us-west-2a,host-458,ct-9595,v1.7.0,2.0,4.0,5,low,scen_000049,top_0049
ecom_aux_18,user_service,user_service_18,production,us-west-2,us-west-2b,host-274,ct-2297,v1.6.0,8.0,32.0,1,low,scen_000049,top_0049
ecom_aux_19,user_service,user_service_19,production,us-west-2,us-west-2a,host-699,ct-2247,v3.5.0,2.0,8.0,1,low,scen_000049,top_0049
ecom_aux_20,user_service,user_service_20,production,us-west-2,us-west-2b,host-220,ct-2941,v2.4.0,4.0,64.0,1,low,scen_000049,top_0049
ecom_aux_21,user_service,user_service_21,production,us-west-2,us-west-2b,host-896,ct-3806,v3.5.0,16.0,32.0,3,low,scen_000049,top_0049
ecom_aux_22,user_service,user_service_22,production,us-west-2,us-west-2c,host-428,ct-7918,v1.0.0,16.0,16.0,3,low,scen_000049,top_0049
ecom_aux_23,user_service,user_service_23,production,us-west-2,us-west-2c,host-162,ct-3071,v3.7.0,4.0,64.0,1,low,scen_000049,top_0049
ecom_aux_24,user_service,user_service_24,production,us-west-2,us-west-2b,host-864,ct-1143,v1.3.0,8.0,32.0,1,low,scen_000049,top_0049
ecom_aux_25,user_service,user_service_25,production,us-west-2,us-west-2b,host-738,ct-2647,v1.0.0,8.0,4.0,2,low,scen_000049,top_0049
ecom_aux_26,user_service,user_service_26,production,us-west-2,us-west-2c,host-626,ct-7218,v2.9.0,16.0,64.0,2,low,scen_000049,top_0049
ecom_aux_27,user_service,user_service_27,production,us-west-2,us-west-2c,host-539,ct-8436,v1.2.0,2.0,32.0,4,low,scen_000049,top_0049
ingest_01,api_gateway,ingestion_gateway,production,us-west-2,us-west-2b,host-513,ct-2141,v2.7.0,16.0,4.0,4,critical,scen_000050,top_0050
kafka_broker,kafka,kafka,production,us-west-2,us-west-2c,host-172,ct-4529,v1.3.0,4.0,16.0,1,critical,scen_000050,top_0050
notif_01,notification_service,notification_service,production,us-west-2,us-west-2a,host-965,ct-3676,v3.7.0,8.0,32.0,3,high,scen_000050,top_0050
user_01,user_service,user_service,production,us-west-2,us-west-2b,host-399,ct-7514,v3.7.0,8.0,32.0,4,medium,scen_000050,top_0050
db_event,mysql,mysql,production,us-west-2,us-west-2a,host-748,ct-1004,v2.8.0,16.0,8.0,1,high,scen_000050,top_0050
consumer_1,web_service,kafka_consumer_1,production,us-west-2,us-west-2a,host-642,ct-9342,v2.2.0,4.0,4.0,4,low,scen_000050,top_0050
consumer_2,web_service,kafka_consumer_2,production,us-west-2,us-west-2c,host-899,ct-9526,v1.2.0,8.0,8.0,3,low,scen_000050,top_0050
consumer_3,web_service,kafka_consumer_3,production,us-west-2,us-west-2c,host-260,ct-6399,v3.8.0,4.0,8.0,1,low,scen_000050,top_0050
ingest_01,api_gateway,ingestion_gateway,production,eu-central-1,eu-central-1a,host-239,ct-3021,v2.9.0,4.0,4.0,4,critical,scen_000052,top_0052
kafka_broker,kafka,kafka,production,eu-central-1,eu-central-1c,host-674,ct-8555,v2.0.0,4.0,8.0,2,critical,scen_000052,top_0052
notif_01,notification_service,notification_service,production,eu-central-1,eu-central-1a,host-546,ct-5069,v2.0.0,8.0,64.0,1,high,scen_000052,top_0052
user_01,user_service,user_service,production,eu-central-1,eu-central-1c,host-603,ct-9751,v2.2.0,16.0,8.0,5,medium,scen_000052,top_0052
db_event,mysql,mysql,production,eu-central-1,eu-central-1b,host-710,ct-7248,v3.5.0,16.0,8.0,2,high,scen_000052,top_0052
consumer_1,web_service,kafka_consumer_1,production,eu-central-1,eu-central-1b,host-286,ct-5522,v1.5.0,4.0,8.0,2,low,scen_000052,top_0052
consumer_2,web_service,kafka_consumer_2,production,eu-central-1,eu-central-1a,host-667,ct-5144,v2.2.0,2.0,8.0,4,low,scen_000052,top_0052
consumer_3,web_service,kafka_consumer_3,production,eu-central-1,eu-central-1c,host-403,ct-5441,v2.8.0,8.0,4.0,1,low,scen_000052,top_0052
consumer_4,web_service,kafka_consumer_4,production,eu-central-1,eu-central-1a,host-918,ct-5662,v3.7.0,2.0,16.0,4,low,scen_000052,top_0052
consumer_5,web_service,kafka_consumer_5,production,eu-central-1,eu-central-1b,host-127,ct-5408,v3.4.0,4.0,32.0,2,low,scen_000052,top_0052
consumer_6,web_service,kafka_consumer_6,production,eu-central-1,eu-central-1c,host-804,ct-2850,v2.1.0,4.0,8.0,1,low,scen_000052,top_0052
consumer_7,web_service,kafka_consumer_7,production,eu-central-1,eu-central-1b,host-694,ct-4197,v3.9.0,4.0,64.0,2,low,scen_000052,top_0052
consumer_8,web_service,kafka_consumer_8,production,eu-central-1,eu-central-1c,host-496,ct-7066,v2.6.0,8.0,32.0,5,low,scen_000052,top_0052
consumer_9,web_service,kafka_consumer_9,production,eu-central-1,eu-central-1b,host-263,ct-1860,v1.5.0,8.0,16.0,5,low,scen_000052,top_0052
consumer_10,web_service,kafka_consumer_10,production,eu-central-1,eu-central-1b,host-573,ct-2072,v2.0.0,4.0,8.0,3,low,scen_000052,top_0052
consumer_11,web_service,kafka_consumer_11,production,eu-central-1,eu-central-1a,host-154,ct-1570,v1.5.0,16.0,4.0,4,low,scen_000052,top_0052
consumer_12,web_service,kafka_consumer_12,production,eu-central-1,eu-central-1a,host-557,ct-3234,v3.1.0,8.0,64.0,4,low,scen_000052,top_0052
consumer_13,web_service,kafka_consumer_13,production,eu-central-1,eu-central-1b,host-565,ct-3379,v3.1.0,8.0,4.0,4,low,scen_000052,top_0052
consumer_14,web_service,kafka_consumer_14,production,eu-central-1,eu-central-1c,host-890,ct-5565,v2.8.0,16.0,8.0,4,low,scen_000052,top_0052
consumer_15,web_service,kafka_consumer_15,production,eu-central-1,eu-central-1c,host-396,ct-5518,v3.5.0,8.0,16.0,1,low,scen_000052,top_0052
consumer_16,web_service,kafka_consumer_16,production,eu-central-1,eu-central-1a,host-881,ct-4475,v1.5.0,4.0,4.0,2,low,scen_000052,top_0052
consumer_17,web_service,kafka_consumer_17,production,eu-central-1,eu-central-1b,host-110,ct-9330,v3.9.0,16.0,32.0,5,low,scen_000052,top_0052
consumer_18,web_service,kafka_consumer_18,production,eu-central-1,eu-central-1b,host-470,ct-6673,v2.1.0,4.0,16.0,5,low,scen_000052,top_0052
consumer_19,web_service,kafka_consumer_19,production,eu-central-1,eu-central-1b,host-222,ct-6753,v2.1.0,2.0,32.0,2,low,scen_000052,top_0052
consumer_20,web_service,kafka_consumer_20,production,eu-central-1,eu-central-1c,host-121,ct-5633,v2.7.0,16.0,8.0,1,low,scen_000052,top_0052
consumer_21,web_service,kafka_consumer_21,production,eu-central-1,eu-central-1c,host-434,ct-4773,v3.9.0,4.0,32.0,5,low,scen_000052,top_0052
consumer_22,web_service,kafka_consumer_22,production,eu-central-1,eu-central-1b,host-877,ct-5493,v3.8.0,16.0,4.0,4,low,scen_000052,top_0052
consumer_23,web_service,kafka_consumer_23,production,eu-central-1,eu-central-1a,host-312,ct-2508,v2.7.0,16.0,32.0,3,low,scen_000052,top_0052
node_00,auth_service,mesh_svc_0,production,eu-central-1,eu-central-1c,host-734,ct-1871,v2.8.0,2.0,64.0,4,critical,scen_000062,top_0062
node_01,elasticsearch,mesh_svc_1,production,eu-central-1,eu-central-1a,host-639,ct-3240,v1.3.0,16.0,4.0,2,high,scen_000062,top_0062
node_02,order_service,mesh_svc_2,production,eu-central-1,eu-central-1b,host-789,ct-1707,v3.8.0,8.0,64.0,5,low,scen_000062,top_0062
node_03,mysql,mesh_svc_3,production,eu-central-1,eu-central-1a,host-443,ct-7181,v2.8.0,4.0,32.0,5,low,scen_000062,top_0062
node_04,auth_service,mesh_svc_4,production,eu-central-1,eu-central-1c,host-482,ct-7210,v2.7.0,4.0,32.0,4,low,scen_000062,top_0062
node_05,recommendation_service,mesh_svc_5,production,eu-central-1,eu-central-1a,host-777,ct-8462,v1.9.0,2.0,64.0,5,critical,scen_000062,top_0062
node_06,api_gateway,mesh_svc_6,production,eu-central-1,eu-central-1b,host-165,ct-5928,v2.9.0,8.0,8.0,5,medium,scen_000062,top_0062
node_07,inventory_service,mesh_svc_7,production,eu-central-1,eu-central-1c,host-344,ct-7789,v1.8.0,16.0,32.0,5,medium,scen_000062,top_0062
node_08,k8s_node,mesh_svc_8,production,eu-central-1,eu-central-1a,host-597,ct-7174,v3.1.0,2.0,64.0,3,critical,scen_000062,top_0062
node_09,web_service,mesh_svc_9,production,eu-central-1,eu-central-1a,host-366,ct-9297,v3.1.0,2.0,8.0,5,medium,scen_000062,top_0062
node_10,kafka,mesh_svc_10,production,eu-central-1,eu-central-1b,host-777,ct-4285,v2.5.0,2.0,4.0,3,medium,scen_000062,top_0062
node_11,mysql,mesh_svc_11,production,eu-central-1,eu-central-1b,host-858,ct-2711,v3.1.0,2.0,8.0,1,low,scen_000062,top_0062
node_12,payment_service,mesh_svc_12,production,eu-central-1,eu-central-1c,host-347,ct-3710,v3.6.0,4.0,8.0,5,medium,scen_000062,top_0062
ingest_01,api_gateway,ingestion_gateway,production,ap-southeast-1,ap-southeast-1a,host-489,ct-5888,v1.1.0,4.0,32.0,2,critical,scen_000065,top_0065
kafka_broker,kafka,kafka,production,ap-southeast-1,ap-southeast-1a,host-472,ct-6387,v2.7.0,8.0,32.0,3,critical,scen_000065,top_0065
notif_01,notification_service,notification_service,production,ap-southeast-1,ap-southeast-1a,host-851,ct-5655,v1.6.0,16.0,16.0,2,high,scen_000065,top_0065
user_01,user_service,user_service,production,ap-southeast-1,ap-southeast-1c,host-781,ct-2648,v3.8.0,2.0,64.0,1,medium,scen_000065,top_0065
db_event,mysql,mysql,production,ap-southeast-1,ap-southeast-1a,host-202,ct-7738,v1.2.0,8.0,4.0,1,high,scen_000065,top_0065
consumer_1,web_service,kafka_consumer_1,production,ap-southeast-1,ap-southeast-1a,host-334,ct-9064,v3.7.0,8.0,32.0,5,low,scen_000065,top_0065
consumer_2,web_service,kafka_consumer_2,production,ap-southeast-1,ap-southeast-1a,host-372,ct-5900,v3.5.0,8.0,64.0,3,low,scen_000065,top_0065
consumer_3,web_service,kafka_consumer_3,production,ap-southeast-1,ap-southeast-1a,host-713,ct-1410,v1.9.0,2.0,8.0,2,low,scen_000065,top_0065
consumer_4,web_service,kafka_consumer_4,production,ap-southeast-1,ap-southeast-1c,host-871,ct-3763,v3.6.0,16.0,64.0,1,low,scen_000065,top_0065
consumer_5,web_service,kafka_consumer_5,production,ap-southeast-1,ap-southeast-1b,host-292,ct-1555,v3.0.0,4.0,16.0,2,low,scen_000065,top_0065
consumer_6,web_service,kafka_consumer_6,production,ap-southeast-1,ap-southeast-1a,host-860,ct-8894,v2.1.0,4.0,8.0,1,low,scen_000065,top_0065
consumer_7,web_service,kafka_consumer_7,production,ap-southeast-1,ap-southeast-1a,host-187,ct-2563,v1.9.0,4.0,8.0,1,low,scen_000065,top_0065
consumer_8,web_service,kafka_consumer_8,production,ap-southeast-1,ap-southeast-1c,host-596,ct-8404,v1.4.0,8.0,8.0,2,low,scen_000065,top_0065
consumer_9,web_service,kafka_consumer_9,production,ap-southeast-1,ap-southeast-1b,host-845,ct-2935,v1.2.0,2.0,4.0,2,low,scen_000065,top_0065
consumer_10,web_service,kafka_consumer_10,production,ap-southeast-1,ap-southeast-1c,host-290,ct-7902,v2.9.0,4.0,16.0,1,low,scen_000065,top_0065
consumer_11,web_service,kafka_consumer_11,production,ap-southeast-1,ap-southeast-1a,host-240,ct-4802,v1.2.0,2.0,4.0,3,low,scen_000065,top_0065
consumer_12,web_service,kafka_consumer_12,production,ap-southeast-1,ap-southeast-1b,host-366,ct-2752,v2.4.0,16.0,4.0,1,low,scen_000065,top_0065
consumer_13,web_service,kafka_consumer_13,production,ap-southeast-1,ap-southeast-1a,host-416,ct-7904,v3.6.0,16.0,64.0,4,low,scen_000065,top_0065
consumer_14,web_service,kafka_consumer_14,production,ap-southeast-1,ap-southeast-1a,host-195,ct-4972,v3.9.0,8.0,16.0,3,low,scen_000065,top_0065
consumer_15,web_service,kafka_consumer_15,production,ap-southeast-1,ap-southeast-1c,host-405,ct-6586,v1.8.0,16.0,16.0,5,low,scen_000065,top_0065
consumer_16,web_service,kafka_consumer_16,production,ap-southeast-1,ap-southeast-1b,host-615,ct-4202,v2.2.0,16.0,8.0,2,low,scen_000065,top_0065
consumer_17,web_service,kafka_consumer_17,production,ap-southeast-1,ap-southeast-1b,host-411,ct-7555,v3.3.0,2.0,32.0,3,low,scen_000065,top_0065
consumer_18,web_service,kafka_consumer_18,production,ap-southeast-1,ap-southeast-1a,host-569,ct-2441,v1.5.0,16.0,4.0,3,low,scen_000065,top_0065
